index,author,url,recipeTitle,recipeRating,commentBody,commentType,userID,commentRecommendations,prompt,ai_guess
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),I'm off to the grocery store to get fixins for this but I don't expect to find baby artichokes. Halved  or quartered brussel sprouts will do nicely. This recipe seems like the sort that gets better the next day. I would crisp the brussel sprouts just before serving because I find brussel sprouts can get a little stinky if reheated.,comment,10180393,33,"

Here's a comment from NYT Cooking:I'm off to the grocery store to get fixins for this but I don't expect to find baby artichokes. Halved  or quartered brussel sprouts will do nicely. This recipe seems like the sort that gets better the next day. I would crisp the brussel sprouts just before serving because I find brussel sprouts can get a little stinky if reheated.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"Am I being dense in wondering why both a skillet and a roasting pan are needed? Could I do this in a dutch oven by making the sauce, then adding the chicken in and then roasting? I guess less exposed chicken to get browned if slightly more submerged?",comment,83889449,22,"

Here's a comment from NYT Cooking:Am I being dense in wondering why both a skillet and a roasting pan are needed? Could I do this in a dutch oven by making the sauce, then adding the chicken in and then roasting? I guess less exposed chicken to get browned if slightly more submerged?

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"I searched high and low in the produce capital of California, Berkeley, for baby artichokes to no avail so I used mushrooms and they were a very good alternative.",comment,49725953,18,"

Here's a comment from NYT Cooking:I searched high and low in the produce capital of California, Berkeley, for baby artichokes to no avail so I used mushrooms and they were a very good alternative.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),You will not notice a difference between jarred artichokes and the baby artichokes listed in the recipe after braising for an hour and a half.,comment,35984969,16,"

Here's a comment from NYT Cooking:You will not notice a difference between jarred artichokes and the baby artichokes listed in the recipe after braising for an hour and a half.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"I’ll make these with both thigh and leg attached using four rather than six. I’ll also stuff the baby artichokes with mint, parley, breadcrumbs, lemon juice and a touch of EVOO to moisten.",comment,46063237,10,"

Here's a comment from NYT Cooking:I’ll make these with both thigh and leg attached using four rather than six. I’ll also stuff the baby artichokes with mint, parley, breadcrumbs, lemon juice and a touch of EVOO to moisten.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"I halved this recipe, using chicken thighs cooked in a cast-iron Dutch oven. In place of fresh baby artichokes, I used frozen artichoke hearts from Trader Joe's. Otherwise I followed the recipe as written, and it came out perfectly. It was delicious and smelled divine! I think the crispy, chewy texture of the fried artichokes definitely added to the dish; next time I might try cooking them in my air fryer. The herb/capers/lemon zest topping was also great!",comment,81934057,7,"

Here's a comment from NYT Cooking:I halved this recipe, using chicken thighs cooked in a cast-iron Dutch oven. In place of fresh baby artichokes, I used frozen artichoke hearts from Trader Joe's. Otherwise I followed the recipe as written, and it came out perfectly. It was delicious and smelled divine! I think the crispy, chewy texture of the fried artichokes definitely added to the dish; next time I might try cooking them in my air fryer. The herb/capers/lemon zest topping was also great!

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"I made this with chicken thighs rather than quarters, which I find awkward to eat. The pan juices did NOT ""reduce and thicken to a dark gravy-like glaze"", as mentioned int the accompanying article which disappointed me. I mean, the sauce was nice but not noteworthy. Don't skip the gremolata because it added  lot of flavour. Did not prepare the artichokes. Instead, I served the chicken on a bed of roasted green beans and carrots and served with Persian jeweled rice. Lovely meal.",comment,9450975,4,"

Here's a comment from NYT Cooking:I made this with chicken thighs rather than quarters, which I find awkward to eat. The pan juices did NOT ""reduce and thicken to a dark gravy-like glaze"", as mentioned int the accompanying article which disappointed me. I mean, the sauce was nice but not noteworthy. Don't skip the gremolata because it added  lot of flavour. Did not prepare the artichokes. Instead, I served the chicken on a bed of roasted green beans and carrots and served with Persian jeweled rice. Lovely meal.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",positive_user_describing_changes
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"But baby artichokes are wonderful braised … why would you prepare them separately? Brown them if you want, with or after the chicken, but then braise them in the same pot. I truly don't understand the reason for preparing them on their own.",comment,66216703,2,"

Here's a comment from NYT Cooking:But baby artichokes are wonderful braised … why would you prepare them separately? Brown them if you want, with or after the chicken, but then braise them in the same pot. I truly don't understand the reason for preparing them on their own.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",thinks_recipe_is_flawed_due_to_technique_or_equipment
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),I'm in rural Central NY with limited grocery options within 50 miles. Would canned artichokes work? I'm pretty sure frozen baby artichokes aren't available locally either. (If only I had a greenhouse where I could grow artichokes!),comment,62653279,1,"

Here's a comment from NYT Cooking:I'm in rural Central NY with limited grocery options within 50 miles. Would canned artichokes work? I'm pretty sure frozen baby artichokes aren't available locally either. (If only I had a greenhouse where I could grow artichokes!)

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
0,David Tanis,https://cooking.nytimes.com/recipes/1027735-braised-chicken-with-rosemary-and-crispy-artichokes,Braised Chicken With Rosemary and Crispy Artichokes Recipe,5(63),"Couldn’t you just add the artichokes to the pan with the chicken, maybe half way through cooking, and just let them oven roast?  Especially if you’re using canned or frozen, which both profit from drying out anyway.",comment,70142450,1,"

Here's a comment from NYT Cooking:Couldn’t you just add the artichokes to the pan with the chicken, maybe half way through cooking, and just let them oven roast?  Especially if you’re using canned or frozen, which both profit from drying out anyway.

Choose the single most specific category that applies from this list:

positive_user_made_as_written
positive_user_describing_changes
thinks_recipe_is_flawed_due_to_flavor
thinks_recipe_is_flawed_due_to_technique_or_equipment
thinks_recipe_is_flawed_due_to_cooking_time
thinks_recipe_is_inauthentic
thinks_ingredients_hard_to_find
user_responding_to_other_user
question
maybe_not_about_the_recipe

Prioritize structural recipe suggestions over general experience.
",question
