index,author,url,recipeTitle,recipeRating,commentBody,commentType,userID,commentRecommendations
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"I'm excited to make this in the fullness of summer! I have used her cookbook, ""The Gift of Southern Cooking"" for many years and recommend it. (Perhaps there's a copy of it or her other books in your local library.)
Her story of growing up in an all African-Amerucan village in Freetown,Virginia is full of insight into the food culture of people who knew how to relish everything they grew, collected, hunted, or fished. Later on as an influential chef in NYC, she became one of the 
first to influence the farm to table movement
that emphasizes seasonal provisions.",comment,58473823,22
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"I’m going to make this with my Italian fancy canned peaches. I will use the syrup in the gorgeous glass jar, add brandy, and take it from there. What a lovely way to upgrade canned peaches in syrup.",comment,56952861,7
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"@Janice typically when you heat the peaches un a simmering liquid the 
skin slips right off....remove the skin.",comment,117299012,5
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,Can you provide the recipe using 7 lbs of peaches?  I would like to make this and can it using water bath canning.  Or should I just scale up the recipe based on the weight of peaches I am using?  I ask because often with jams and jellies scaling up doesn't work well.,comment,18200081,4
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"For those who want to can the peaches in this recipe — because there are no canning instructions included here, I would not try and can them.

I do not think there is enough sugar included in the recipe.  Keep in mind the sugar is the preservative here.  

I recommend you go to state extensions to find a recipe for canning.",comment,15672712,4
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"Would love to try this, but am confused—is the skin left on the peaches after rubbing off the fuzz, or is all the skin rubbed off? Or, does the skin simply fall off as peaches summer?",comment,50330361,0
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"The skin is kept on for the peach to stay intact.   Usually for a pie you blanch the peaches to easily remove just the skin,  unlike peeling which is a pain because peaches are ultra slippery.",userReply,79211516,7
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,"I know this sounds silly, but can you substitute something for the brandy",comment,63728026,0
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,@Margaret Slomin I made this with bourbon instead of brandy and my guests all loved it.,userReply,11512359,0
0,No author found,https://cooking.nytimes.com/recipes/776536465-edna-lewiss-brandied-peaches,No title found,No rating found,Don't understand why brandy isn't added to the initial cooking of the peaches.,comment,162814920,0
